question,option1,option2,option3,option4,answer
"பொருத்துக:\n\na. Social Reformer - 1. சமூக சீர்திருத்தவாதி\n\nb. Saline Soil - 2. களர்நிலம்\n\nc. Volunteer - 3. தன்னார்வலர்\n\nd. Sentence - 4. சொற்றொடர்",a-1 b-2 c-3 d-4,a-4 b-3 c-2 d-1,a-2 b-1 c-4 d-3,a-3 b-2 c-1 d-4,1
"பொருத்துக:\n\na. Estuaries - 1. கழிமுகங்கள்\n\nb. Light house - 2. கலங்கரை விளக்கம்\n\nc. Ports - 3. துறைமுகங்கள்\n\nd. Commodity Exchange - 4. பண்டமாற்றுமுறை",a-1 b-2 c-3 d-4,a-2 b-3 c-4 d-1,a-3 b-4 c-1 d-2,a-4 b-1 c-2 d-3,1
"பொருத்துக:\n\na. Tender Coconut - 1. இளநீர்\n\nb. Moat - 2. அகழி\n\nc. Cave temple - 3. குடைவரைக் கோவில்\n\nd. Treasury - 4. கருவூலம்",a-1 b-2 c-3 d-4,a-4 b-3 c-2 d-1,a-2 b-1 c-4 d-3,a-3 b-2 c-1 d-4,1
"பொருத்துக:\n\na. மதிப்புறு முனைவர் - 1. Honorary Doctorate\n\nb. மெல்லிசை - 2. Melody\n\nc. ஆவணக் குறும்படம் - 3. Document short film\n\nd. புணர்ச்சி - 4. Combination",a-1 b-2 c-3 d-4,a-2 b-3 c-4 d-1,a-3 b-4 c-1 d-2,a-4 b-1 c-2 d-3,1
"பொருத்துக:\n\na. மற்போர் - 1. Wrestling\n\nb. செம்மொழி இலக்கியம் - 2. Classical Literature\n\nc. இந்திய தேசிய இராணுவம் - 3. Indian National Army\n\nd. நாட்டுப்புற இலக்கியம் - 4. Folk literature",a-1 b-2 c-3 d-4,a-4 b-3 c-2 d-1,a-2 b-1 c-4 d-3,a-3 b-2 c-1 d-4,1
"பொருத்துக:\n\na. எழுத்துச் சீர்திருத்தம் - 1. Reforming the letters\n\nb. எழுத்துரு - 2. Font\n\nc. மெய்யியல் - 3. Philosophy\n\nd. அசை - 4. Syllable",a-1 b-2 c-3 d-4,a-2 b-3 c-4 d-1,a-4 b-1 c-2 d-3,a-3 b-2 c-1 d-4,1
"பொருத்துக:\n\na. எதுகைத் தொடை - 1. Rhyme\n\nb. மனிதம் - 2. Humane\n\nc. வசன கவிதை - 3. Free verse\n\nd. ஆளுமை - 4. Personality",a-1 b-2 c-3 d-4,a-4 b-3 c-2 d-1,a-2 b-1 c-4 d-3,a-3 b-2 c-1 d-4,1
"பொருத்துக:\n\na. உவமையணி - 1. Simile\n\nb. பண்பாட்டுக் கழகம் - 2. Cultural Academy\n\nc. உருவக அணி - 3. Metaphor\n\nd. உருபன் - 4. Morpheme",a-1 b-2 c-3 d-4,a-2 b-1 c-4 d-3,a-3 b-4 c-1 d-2,a-4 b-3 c-2 d-1,1
"பொருத்துக:\n\na. ஒலியன் - 1. Phoneme\n\nb. ஒப்பிலக்கணம் - 2. Comparative Grammar\n\nc. பேரகராதி - 3. Lexicon\n\nd. குமிழிக் கல் - 4. Conical Stone",a-1 b-2 c-3 d-4,a-4 b-3 c-2 d-1,a-2 b-1 c-4 d-3,a-3 b-2 c-1 d-4,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Vegetable Soup - காய்கறி வடிச் சாறு,Tender Coconut - கருவூலம்,Moat - இளநீர்,Sugarcane Juice - அகழி,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Treasury - கருவூலம்,Honorary Doctorate - மெல்லிசை,Melody - ஆவணக் குறும்படம்,Document short film - புணர்ச்சி,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Combination - புணர்ச்சி,Wrestling - செம்மொழி இலக்கியம்,Classical Literature - மற்போர்,Indian National Army - நாட்டுப்புற இலக்கியம்,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Folk literature - நாட்டுப்புற இலக்கியம்,Reforming the letters - மெய்யியல்,Font - எழுத்துச் சீர்திருத்தம்,Philosophy - எழுத்துரு,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Syllable - அசை,Rhyme - மனிதம்,Humane - எதுகைத் தொடை,Free verse - ஆளுமை,1
"கீழ்க்கண்டவற்றுள் சரியான இணை எது?",Personality - ஆளுமை,Simile - பண்பாட்டுக் கழகம்,Cultural Academy - உவமையணி,Metaphor - உருபன்,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",Cultural Symbol - நடுகல்,Hero Stone - நடுகல்,Embossed sculpture - புடைப்புச் சிற்பம்,Inscription - பொறிப்பு,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",Nautical Mile - காணொலிக் கூட்டம்,Launch Vehicle - ஏவு ஊர்தி,Missile - ஏவுகணை,Download - பதிவிறக்கம்,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",PNR - மின்னணு கருவிகள்,Video Conference - காணொலிக் கூட்டம்,Electronic devices - மின்னணு கருவிகள்,Social Reformer - சமூக சீர்திருத்தவாதி,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",Saline Soil - தன்னார்வலர்,Volunteer - தன்னார்வலர்,Sentence - சொற்றொடர்,Estuaries - கழிமுகங்கள்,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",Light house - துறைமுகங்கள்,Ports - துறைமுகங்கள்,Commodity Exchange - பண்டமாற்றுமுறை,Tender Coconut - இளநீர்,1
"கீழ்க்கண்டவற்றுள் தவறான இணை எது?",Moat - கரும்புச் சாறு,Sugarcane Juice - கரும்புச் சாறு,Vegetable Soup - காய்கறி வடிச் சாறு,Cave temple - குடைவரைக் கோவில்,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Morpheme - உருபன்\n\n2. Phoneme - ஒலியன்\n\n3. Comparative Grammar - குமிழிக் கல்\n\n4. Lexicon - ஒப்பிலக்கணம்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Conical Stone - குமிழிக் கல்\n\n2. Water Management - நீர் மேலாண்மை\n\n3. Irrigation Technology - வெப்ப மண்டலம்\n\n4. Tropical Zone - பாசனத் தொழில்நுட்பம்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Excavation - அகழாய்வு\n\n2. Epigraphy - கல்வெட்டியல்\n\n3. Hero Stone - புடைப்புச் சிற்பம்\n\n4. Cultural Symbol - நடுகல்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Embossed sculpture - புடைப்புச் சிற்பம்\n\n2. Inscription - பொறிப்பு\n\n3. Launch Vehicle - ஏவுகணை\n\n4. Missile - ஏவு ஊர்தி",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Nautical Mile - கடல் மைல்\n\n2. Video Conference - காணொலிக் கூட்டம்\n\n3. Download - மின்னணு கருவிகள்\n\n4. PNR - பதிவிறக்கம்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Electronic devices - மின்னணு கருவிகள்\n\n2. Social Reformer - சமூக சீர்திருத்தவாதி\n\n3. Saline Soil - சொற்றொடர்\n\n4. Volunteer - களர்நிலம்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Sentence - சொற்றொடர்\n\n2. Estuaries - கழிமுகங்கள்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Light house - துறைமுகங்கள்\n\n2. Ports - பண்டமாற்றுமுறை",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,4
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Commodity Exchange - பண்டமாற்றுமுறை\n\n2. Tender Coconut - அகழி",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Sugarcane Juice - கரும்புச் சாறு\n\n2. Vegetable Soup - காய்கறி வடிச் சாறு",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Cave temple - குடைவரைக் கோவில்\n\n2. Treasury - மதிப்புறு முனைவர்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Honorary Doctorate - மெல்லிசை\n\n2. Melody - ஆவணக் குறும்படம்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Combination - புணர்ச்சி\n\n2. Wrestling - மற்போர்\n\n3. Classical Literature - செம்மொழி இலக்கியம்\n\n4. Indian National Army - இந்திய தேசிய இராணுவம்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Folk literature - நாட்டுப்புற இலக்கியம்\n\n2. Reforming the letters - எழுத்துச் சீர்திருத்தம்\n\n3. Font - எழுத்துரு\n\n4. Philosophy - மெய்யியல் (தத்துவம்)",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Syllable - எதுகைத் தொடை\n\n2. Rhyme - அசை\n\n3. Humane - மனிதம்\n\n4. Free verse - வசன கவிதை",1,2,3,4,2
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Personality - ஆளுமை\n\n2. Simile - உவமையணி\n\n3. Cultural Academy - உருவக அணி\n\n4. Metaphor - பண்பாட்டுக் கழகம்",1,2,3,4,2
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Morpheme - உருபன்\n\n2. Phoneme - ஒப்பிலக்கணம்\n\n3. Comparative Grammar - ஒலியன்\n\n4. Lexicon - பேரகராதி",1,2,3,4,2
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Conical Stone - குமிழிக் கல்\n\n2. Water Management - நீர் மேலாண்மை\n\n3. Irrigation Technology - பாசனத் தொழில்நுட்பம்\n\n4. Tropical Zone - வெப்ப மண்டலம்",1,2,3,4,4
